player,team,position,headshot_url,date,pass_yds_line,pass_yds_over_price,pass_yds_under_price,rush_yds_line,rush_yds_over_price,rush_yds_under_price,rec_yds_line,rec_yds_over_price,rec_yds_under_price,pass_tds_line,pass_tds_over_price,pass_tds_under_price,rush_tds_line,rush_tds_over_price,rush_tds_under_price,rec_tds_line,rec_tds_over_price,rec_tds_under_price,rush_yds_expected,rush_tds_expected,rec_yds_expected,rec_tds_expected,pass_yds_expected,pass_tds_expected,implied_fantasy_points
Dallas Goedert,PHI,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a6ljhwvkehvyiufdx3d1",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Dalton Kincaid,BUF,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz",2025-08-13,NA,NA,NA,NA,NA,NA,575.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.1495327102803,NA,NA,NA,61.31495327102803
Dalton Schultz,HOU,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbl9mhuamzv5udb4hyzj",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Darius Slayton,NYG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyjkvaekv40jn72d0b3q",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Darnell Mooney,ATL,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Davante Adams,LAR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qtonvcqpixixqhc6lhnc",2025-08-13,NA,NA,NA,NA,NA,NA,925.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,-102,-136,NA,NA,986.0467289719624,8.073502265480785,NA,NA,147.04568649008098
David Montgomery,DET,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",2025-08-13,NA,NA,NA,725.5,-114,-114,NA,NA,NA,NA,NA,NA,8.5,-148,112,NA,NA,NA,772.9626168224298,9.144552647595862,NA,NA,NA,NA,132.16357756781815
David Njoku,CLE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilvxwdllivrvwbuj69cm",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
DeVon Achane,MIA,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjgwhrywjqfkk8bhseuh",2025-08-13,NA,NA,NA,875.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,116,-158,NA,NA,NA,932.7757009345794,7.9905254091300595,NA,NA,NA,NA,141.2207225482383
DeVonta Smith,PHI,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vj2fz8veorg1k5qthnjm",2025-08-13,NA,NA,NA,NA,NA,NA,850.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,-122,-108,NA,NA,906.1401869158876,5.893451143451143,NA,NA,125.97472555229564
Deebo Samuel,WAS,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",2025-08-13,NA,NA,NA,NA,NA,NA,700.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746.3271028037382,NA,NA,NA,74.63271028037381
Derrick Henry,BAL,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2025-08-13,NA,NA,NA,1325.5,-114,-114,NA,NA,NA,NA,NA,NA,12.5,-130,-102,NA,NA,NA,1412.2149532710278,13.40723202755058,NA,NA,NA,NA,221.66488749240628
Drake London,ATL,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo",2025-08-13,NA,NA,NA,NA,NA,NA,1125.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,112,-148,NA,NA,1199.1308411214952,7.951004260499087,NA,NA,167.61910967514405
Drake Maye,NE,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyap81gtzcvnfmripis1",2025-08-13,3275.5,-114,-114,NA,NA,NA,NA,NA,NA,20.5,-108,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3489.785046728972,21.894837144837147,227.17075044850748
Emeka Egbuka,TB,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",2025-08-13,NA,NA,NA,NA,NA,NA,650.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.0560747663551,NA,NA,NA,69.30560747663552
Evan Engram,DEN,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vsrjso6phkjqki88qw9y",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Garrett Wilson,NYJ,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",2025-08-13,NA,NA,NA,NA,NA,NA,950.5,-114,-114,NA,NA,NA,NA,NA,NA,4.5,-136,102,NA,NA,1012.682242990654,4.86155395200537,NA,NA,130.43754801109765
Geno Smith,LV,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqy0933vz5yogwlefb1s",2025-08-13,3600.5,-114,-114,NA,NA,NA,NA,NA,NA,20.5,100,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3836.0467289719622,21.879310344827587,240.95911053818884
George Kittle,SF,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztz3xqjaqgok9m4nylgs",2025-08-13,NA,NA,NA,NA,NA,NA,900.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,118,-158,NA,NA,959.4112149532708,6.8854277789630896,NA,NA,137.25368816910563
George Pickens,DAL,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk",2025-08-13,NA,NA,NA,NA,NA,NA,900.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,102,-136,NA,NA,959.4112149532708,5.85165296190636,NA,NA,131.05103926676526
Hollywood Brown,KC,NA,NA,2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Isiah Pacheco,KC,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
JJ McCarthy,MIN,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,-102,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.278934790030725,105.1157391601229
JaMarr Chase,CIN,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",2025-08-13,NA,NA,NA,NA,NA,NA,1325.5,-114,-114,NA,NA,NA,NA,NA,NA,10.5,-130,-102,NA,NA,1412.2149532710278,11.266896254842877,NA,NA,208.82287285616
Jahmyr Gibbs,DET,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjxk3judytgsxkqiilre",2025-08-13,NA,NA,NA,1075.5,-114,-114,425.5,-114,-114,NA,NA,NA,10.5,112,-148,NA,NA,NA,1145.859813084112,11.156421180766891,453.3364485981308,NA,NA,NA,226.8581532528256
Jake Ferguson,DAL,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebdz1yf8ky2mscdvyv1v",2025-08-13,NA,NA,NA,NA,NA,NA,550.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.5140186915887,NA,NA,NA,58.651401869158875
Jakobi Meyers,LV,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvtrni5hwbcslky9t1rz",2025-08-13,NA,NA,NA,NA,NA,NA,825.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.5046728971962,NA,NA,NA,87.95046728971963
Jalen Hurts,PHI,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",2025-08-13,3175.5,-114,-114,600.5,-114,-114,NA,NA,NA,19.5,-144,106,12.5,104,-138,NA,NA,NA,639.7850467289719,13.330532212885153,NA,NA,3383.2429906542056,21.026579659398376,363.3977362139699
James Conner,ARI,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g5yjordcmt76j0saytzb",2025-08-13,NA,NA,NA,900.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,-122,-108,NA,NA,NA,959.4112149532708,8.031011781011781,NA,NA,NA,NA,144.1271921813978
James Cook,BUF,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzdvrarxum9zate4te4b",2025-08-13,NA,NA,NA,950.5,-114,-114,NA,NA,NA,NA,NA,NA,8.5,-140,106,NA,NA,NA,1012.682242990654,9.133495145631068,NA,NA,NA,NA,156.06919517285183
Jameson Williams,DET,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu",2025-08-13,NA,NA,NA,NA,NA,NA,875.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,-108,-122,NA,NA,932.7757009345794,5.8631323631323635,NA,NA,128.45636427225213
Jared Goff,DET,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",2025-08-13,3875.5,-114,-114,NA,NA,NA,NA,NA,NA,28.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129.03738317757,30.46965131295738,287.0401005789323
Javonte Williams,DAL,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jaxon Smith-Njigba,SEA,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kz7nsoloyrbzlp9gwuzc",2025-08-13,NA,NA,NA,NA,NA,NA,975.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,-130,-102,NA,NA,1039.3177570093458,5.916056823073612,NA,NA,139.42811663937624
Jayden Daniels,WAS,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrdweg39v1ay4zoc0lgp",2025-08-13,3425.5,-114,-114,675.5,-114,-114,NA,NA,NA,24.5,114,-158,5.5,-130,-102,NA,NA,NA,719.6915887850466,5.916056823073612,NA,NA,3649.598130841121,26.37991740925886,358.9690946876266
Jayden Higgins,HOU,WR,NA,2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jayden Reed,GB,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jaylen Waddle,MIA,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pnosct7rrqa4dibiqftv",2025-08-13,NA,NA,NA,NA,NA,NA,925.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,154,-210,NA,NA,986.0467289719624,5.749301498602997,NA,NA,133.10048188881424
Jaylen Warren,PIT,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aaw4yacm6azisxqy273i",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jerry Jeudy,CLE,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",2025-08-13,NA,NA,NA,NA,NA,NA,900.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.4112149532708,NA,NA,NA,95.9411214953271
Joe Burrow,CIN,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",2025-08-13,4225.5,-114,-114,NA,NA,NA,NA,NA,NA,33.5,-122,-108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4501.934579439252,35.81930006930007,323.35458345477036
Jonathan Taylor,IND,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uwmnrhwtwug0wrgkomjk",2025-08-13,NA,NA,NA,1175.5,-114,-114,NA,NA,NA,NA,NA,NA,9.5,-102,-130,NA,NA,NA,1252.4018691588783,10.13646147223418,NA,NA,NA,NA,186.05895574929292
Jonnu Smith,PIT,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p8uldtljkzb6sile3wgx",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jordan Addison,MIN,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s2ey8g5memyqvxc52uzy",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jordan Love,GB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb",2025-08-13,3550.5,-114,-114,NA,NA,NA,NA,NA,NA,25.5,-112,-118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3782.7757009345783,27.267959148346893,260.3828646307707
Jordan Mason,MIN,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Josh Allen,BUF,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/servs1fpsynfxep4rz2z",2025-08-13,3775.5,-114,-114,500.5,-114,-114,NA,NA,NA,27.5,112,-148,10.5,-104,-128,NA,NA,NA,533.2429906542056,11.2218782249742,NA,NA,4022.495327102803,29.320450395617772,398.837183081849
Josh Downs,IND,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqozitn9vxnp8acz6wwg",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Josh Jacobs,GB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drtobqw2mk7yw3edjgwo",2025-08-13,NA,NA,NA,1050.5,-114,-114,NA,NA,NA,NA,NA,NA,10.5,112,-148,NA,NA,NA,1119.2242990654204,11.156421180766891,NA,NA,NA,NA,178.86095699114338
Justin Fields,NYJ,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vqcvybvs1vlqhkjvujbg",2025-08-13,2600.5,-114,-114,650.5,-114,-114,NA,NA,NA,14.5,-108,-122,6.5,-114,-114,NA,NA,NA,693.0560747663551,6.925233644859812,NA,NA,2770.6261682242985,15.482155232155232,283.61067700338725
Justin Herbert,LAC,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",2025-08-13,3650.5,-114,-114,NA,NA,NA,NA,NA,NA,22.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3889.3177570093458,23.971962616822427,251.46056074766352
Justin Jefferson,MIN,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Kaleb Johnson,PIT,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p9f8hc6uuxllzcgpykx5",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Kenneth Walker,SEA,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",2025-08-13,NA,NA,NA,850.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,-122,-108,NA,NA,NA,906.1401869158876,6.962231462231463,NA,NA,NA,NA,132.38740746497757
Keon Coleman,BUF,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ipwpdgb0cm3xy3d8zu1l",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Kyle Pitts,ATL,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tbec213me3pszzszecqo",2025-08-13,NA,NA,NA,NA,NA,NA,525.5,-114,-114,NA,NA,NA,NA,NA,NA,3.5,-128,-106,NA,NA,559.8785046728972,3.789303355476069,NA,NA,78.72367060014614
Kyler Murray,ARI,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",2025-08-13,3375.5,-114,-114,475.5,-114,-114,NA,NA,NA,20.5,100,-132,4.5,122,-162,NA,NA,NA,506.607476635514,4.725534695000344,NA,NA,3596.327102803738,21.879310344827587,310.3842813250134
Kyren Williams,LAR,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg",2025-08-13,NA,NA,NA,1000.5,-114,-114,NA,NA,NA,NA,NA,NA,10.5,-114,-114,NA,NA,NA,1065.9532710280373,11.186915887850466,NA,NA,NA,NA,173.71682242990653
Ladd McConkey,LAC,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsvdiebsa34jtkcrjpju",2025-08-13,NA,NA,NA,NA,NA,NA,1050.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,106,-140,NA,NA,1119.2242990654204,6.898058252427185,NA,NA,153.31077942110517
Lamar Jackson,BAL,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",2025-08-13,3475.5,-114,-114,750.5,-114,-114,NA,NA,NA,28.5,-114,-114,3.5,-178,132,NA,NA,NA,799.5981308411215,3.854254527412553,NA,NA,3702.869158878504,30.36448598130841,372.65805052896127
Luther Burden,CHI,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Malik Nabers,NYG,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",2025-08-13,NA,NA,NA,NA,NA,NA,1150.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,-108,-122,NA,NA,1225.766355140187,8.000693000693001,NA,NA,170.5807935181767
Mark Andrews,BAL,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,-136,102,NA,NA,NA,5.932874643396543,NA,NA,35.597247860379255
Marvin Harrison,ARI,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwpoo1icpnh8emjvqaii",2025-08-13,NA,NA,NA,NA,NA,NA,975.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,-122,-108,NA,NA,1039.3177570093458,6.962231462231463,NA,NA,145.70516447432334
Marvin Mims,DEN,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbdjtph5xplbf4yocz0l",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Matthew Golden,GB,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkbhlytvkltv5whjo3ru",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Matthew Stafford,LAR,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svxl2pk2cuqf26zrhii4",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Michael Penix,ATL,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7",2025-08-13,3350.5,-114,-114,NA,NA,NA,NA,NA,NA,18.5,-130,-104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3569.6915887850464,19.9156010230179,222.45006764347343
Michael Pittman,IND,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z78xpye9hing1e7wke8b",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Michael Wilson,ARI,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yc8awtck004bz2a5oeb8",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mike Evans,TB,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yaxorbdsvk1ucfuiyrkj",2025-08-13,NA,NA,NA,NA,NA,NA,950.5,-114,-114,NA,NA,NA,NA,NA,NA,7.5,-122,-108,NA,NA,1012.682242990654,8.031011781011781,NA,NA,149.4542949851361
Mike Gesicki,CIN,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfswo0trev4oi2gnb41e",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nico Collins,HOU,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/osmqyvmib3pssxi6cyic",2025-08-13,NA,NA,NA,NA,NA,NA,1150.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,-140,106,NA,NA,1225.766355140187,6.995954692556635,NA,NA,164.5523636693585
Omarion Hampton,LAC,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ck7xcbwuka7wu2zwhssk",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Patrick Mahomes,KC,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",2025-08-13,4000.5,-114,-114,NA,NA,NA,NA,NA,NA,27.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4262.214953271028,29.299065420560744,287.68485981308413
Puka Nacua,LAR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb",2025-08-13,NA,NA,NA,NA,NA,NA,1200.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,-136,102,NA,NA,1279.03738317757,5.932874643396543,NA,NA,163.50098617813626
RJ Harvey,DEN,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1qxzydetb2orrynzvzk",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rachaad White,TB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxugbms8ketvgmilnlu3",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rashid Shaheed,NO,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezsjaj0orlzpuranocyf",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rashod Bateman,BAL,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gtktmsfcxc1eijwpwzyq",2025-08-13,NA,NA,NA,NA,NA,NA,550.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.5140186915887,NA,NA,NA,58.651401869158875
Ray Davis,BUF,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pm9llppbueodtjjj9u8l",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rhamondre Stevenson,NE,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ed09migntlyy8ntgvcu1",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ricky Pearsall,SF,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ko3lwlcfkxaykcspt4nw",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Rome Odunze,CHI,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yqjdhpsno75du0n72u4w",2025-08-13,NA,NA,NA,NA,NA,NA,850.5,-114,-114,NA,NA,NA,NA,NA,NA,5.5,110,-146,NA,NA,906.1401869158876,5.824622531939605,NA,NA,125.56175388322642
Sam Darnold,SEA,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gklkfelgulirrnwrb8nh",2025-08-13,3350.5,-114,-114,NA,NA,NA,NA,NA,NA,20.5,112,-148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3569.6915887850464,21.84114424832623,230.1522405447068
Sam LaPorta,DET,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfcy3taaoage00rrl0cc",2025-08-13,NA,NA,NA,NA,NA,NA,675.5,-114,-114,NA,NA,NA,NA,NA,NA,6.5,-102,-130,NA,NA,719.6915887850466,6.925957813172621,NA,NA,113.5249057575404
Saquon Barkley,PHI,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ern1nbhivkmwkg82c7v1",2025-08-13,NA,NA,NA,1400.5,-114,-114,275.5,-114,-114,NA,NA,NA,10.5,-122,-108,NA,NA,NA,1492.1214953271028,11.237352737352738,293.52336448598123,NA,NA,NA,245.98860240542484
Stefon Diggs,NE,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,-140,106,NA,NA,NA,4.858414239482201,NA,NA,29.15048543689321
TJ Hockenson,MIN,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",2025-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
